Ref,Status,Location,Created,Status Changed,Priority,Cause,project,Report Status,Task Group
T1.19842249,Closed,JPC Project Management>EHS Management>01 Inspections,03/09/2020,04/09/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.19842252,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,03/09/2020,03/09/2020,Behavioural Failure,JPC - Safety - Welfare Facilities,1328,Closed,Safety
T1.19842256,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.19842259,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Storage,1328,Closed,Safety
T1.19842260,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Scaffolding,1328,Closed,Safety
T1.19843241,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Program - 1 Materials,1328,Closed,Safety
T1.19843242,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Storage,1328,Closed,Safety
T1.19843243,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.19843244,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Scaffolding,1328,Closed,Safety
T1.19843245,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Storage,1328,Closed,Safety
T1.20030197,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Electrical,1328,Closed,Safety
T1.20030200,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T1.20116694,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.20116696,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.20116697,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.20116698,Closed,JPC Project Management>EHS Management>01 Inspections,02/09/2020,04/09/2020,System Failure,JPC - Safety - Access,1328,Closed,Safety
T1.20116699,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 2>5th Floor Plan,02/09/2020,08/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20116700,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 1>Block 1 - Bracken Lane Elevation,02/09/2020,02/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.20116701,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 1>4th Floor Plan,02/09/2020,02/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.20116702,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>5th Floor Plan>Common Areas,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20116703,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 2>5th Floor Plan>Rooms>R.05.509,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20116704,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 2>5th Floor Plan>Rooms>R.05.516,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20116705,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 2>5th Floor Plan,02/09/2020,02/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.20175190,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 2>3rd Floor Plan>Rooms>R.03.316,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20175192,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 2>3rd Floor Plan>Common Areas>R.03.315 Stairwell,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20175193,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 1>4th Floor Plan>Common Areas>R.04.443 Corridor,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20175198,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 1>4th Floor Plan>Common Areas>R.04.444 Lift Lobby,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20175199,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 1>1st Floor Plan>Common Areas>R.01.143 Corridor,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20175200,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 1>1st Floor Plan>Common Areas>R.01.144 Lift Lobby,02/09/2020,02/09/2020,Other,JPC - Safety - House Keeping ,1328,Open,Design Team
T1.20175201,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20175204,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 1>4th Floor Plan,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20175205,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>6th Floor Plan>Common Areas>RM.06.740 - Corridor,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20340998,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>6th Floor Plan>Common Areas>RM.06.733 - Corridor,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20406037,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>5th Floor Plan>Area 1>RM.05.501,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20406039,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>5th Floor Plan>Common Areas>RM.05.636 - Lift Lobby,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20406040,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>5th Floor Plan>Common Areas>RM.05.640 - Corridor,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20406069,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>3rd Floor Plan>Common Areas>RM.03.446 - Stair Core 3,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20406070,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan>Area 3>RM.01.163,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20535448,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan>Area 3>RM.01.164,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20544654,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan>Area 3>RM.01.164,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20544655,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20544657,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan>Area 3>RM.01.168,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20544659,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan>Area 3>RM.01.168,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20544661,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan>Common Areas,02/09/2020,04/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Design Team
T1.20544662,JPC Sign Off / Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>4. Courtyard (South Elevation)>1st to 2nd Floor,02/09/2020,02/09/2020,Other,JPC - Quality - Workmanship,1328,Closed,Quality
T1.20544670,Closed,JPC Project Management>EHS Management>01 Inspections,01/09/2020,04/09/2020,Behavioural Failure,JPC - Safety - Working At Height,1328,Closed,Safety
T1.20544671,Closed,JPC Project Management>EHS Management>01 Inspections,01/09/2020,04/09/2020,Behavioural Failure,JPC - Safety - Storage,1328,Closed,Safety
T1.20544673,Open / Ongoing Works,QC & BC(A)R>ITP 01 Structural>Block 1>3rd Floor Plan,01/09/2020,01/09/2020,Other,JPC - Safety - House Keeping ,1328,Open,Design Team
T1.20544674,Closed,JPC Project Management>EHS Management>01 Inspections,01/09/2020,04/09/2020,Behavioural Failure,JPC - Safety - Working At Height,1328,Closed,Safety
T1.20544676,Closed,JPC Project Management>EHS Management>01 Inspections,01/09/2020,04/09/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T1.20544677,Closed,JPC Project Management>EHS Management>01 Inspections,01/09/2020,04/09/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T1.20544678,Closed,JPC Project Management>EHS Management>01 Inspections,01/09/2020,04/09/2020,Behavioural Failure,JPC - Safety - Electrical,1328,Closed,Safety
T1.20544680,Closed,JPC Project Management>EHS Management>01 Inspections,01/09/2020,04/09/2020,Other,JPC - Quality - Management,1328,Closed,Quality
T1.20544681,Closed,JPC Project Management>EHS Management>01 Inspections,01/09/2020,04/09/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T1.20544682,Closed,JPC Project Management>EHS Management>01 Inspections,01/09/2020,04/09/2020,Behavioural Failure,JPC - Safety - Storage,1328,Closed,Safety
T1.20544683,Closed,JPC Project Management>EHS Management>01 Inspections,01/09/2020,04/09/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1328,Closed,Safety
T1.20544684,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>2nd to 3rd Floor,01/09/2020,01/09/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T1.20544686,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>7th floor to Roof,01/09/2020,01/09/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T1.20544689,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>3. Courtyard (West Elevation)>7th floor to Roof,01/09/2020,01/09/2020,Other,JPC - Quality - Management,1328,Open,Quality
T1.20544690,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>3. Courtyard (West Elevation)>6th to 7th Floor,01/09/2020,10/09/2020,Other,JPC - Quality - Management,1328,Open,Quality
T1.20789466,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>3. Courtyard (West Elevation)>5th to 6th Floor,01/09/2020,10/09/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T1.20938672,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>6th to 7th Floor,01/09/2020,01/09/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T1.20944703,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>5th to 6th Floor,01/09/2020,01/09/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T1.20956169,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>3. Courtyard (West Elevation),01/09/2020,10/09/2020,Other,JPC - Quality - Materials,1328,Open,Quality
T1.20956266,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>4th to 5th Floor,01/09/2020,01/09/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T1.20956268,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>3rd to 4th Floor,01/09/2020,10/09/2020,Other,JPC - Quality - Management,1328,Open,Quality
T1.20956269,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>3rd to 4th Floor,01/09/2020,01/09/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T1.21010061,JPC Sign Off / Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>2nd to 3rd Floor,01/09/2020,02/09/2020,Other,JPC - Quality - Management,1328,Closed,Quality
T1.21011564,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>2nd to 3rd Floor,01/09/2020,01/09/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T1.21044973,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>2nd to 3rd Floor,01/09/2020,10/09/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T1.21044974,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>1st to 2nd Floor,01/09/2020,10/09/2020,Other,JPC - Safety - House Keeping ,1328,Open,Site Management
T1.21044975,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>1st to 2nd Floor,01/09/2020,10/09/2020,Other,JPC - Quality - Management,1328,Open,Quality
T1.21044976,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>1st to 2nd Floor,01/09/2020,10/09/2020,Other,JPC - Quality - Damage,1328,Open,Quality
T1.21044978,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>1st to 2nd Floor,01/09/2020,01/09/2020,Other,JPC - Quality - Workmanship,1328,Open,Quality
T1.21044979,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>4th Floor Plan,01/09/2020,01/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21044980,Closed,QC & BC(A)R>ITP 01 Structural>Block 2>5th Floor Plan,01/09/2020,01/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21044981,Closed,QC & BC(A)R>ITP 01 Structural>Block 1>5th Floor Plan,01/09/2020,01/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21057628,Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Roof Plan,01/09/2020,01/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21096218,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>5th Floor Plan,01/09/2020,01/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21105567,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations,01/09/2020,01/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21110294,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Roof GA,01/09/2020,01/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21112005,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>3rd Floor Plan,01/09/2020,01/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21279663,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations,01/09/2020,01/09/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21324984,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 4>2nd Floor Plan,01/09/2020,01/09/2020,Other,JPC - Safety - House Keeping ,1328,Open,Site Management
T1.21372447,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>5. Moss Street (East Elevation)>5th to 6th Floor,31/08/2020,31/08/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21397829,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>2nd Floor Plan>Area 3,31/08/2020,31/08/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21398030,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>5. Moss Street (East Elevation),31/08/2020,31/08/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21414901,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>7th Floor Plan,31/08/2020,31/08/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21415759,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>2nd Floor Plan,31/08/2020,31/08/2020,Other,JPC - Safety - House Keeping ,1328,Closed,Site Management
T1.21415760,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,31/08/2020,31/08/2020,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T1.21415761,Closed,JPC Project Management>EHS Management>01 Inspections,31/08/2020,04/09/2020,System Failure,JPC - Safety - Storage,1328,Closed,Safety
T1.21415762,Closed,JPC Project Management>EHS Management>01 Inspections,31/08/2020,04/09/2020,System Failure,JPC - Safety - Exclusion Zones,1328,Closed,Safety
T1.21415763,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,31/08/2020,31/08/2020,Behavioural Failure,JPC - Safety - Working At Height,1328,Closed,Safety
T1.21415764,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,31/08/2020,31/08/2020,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety
T1.21415765,Closed,JPC Project Management>EHS Management>01 Inspections,31/08/2020,04/09/2020,System Failure,JPC - Safety - Storage,1328,Closed,Safety
