Ref,Status,Location,Created,Status Changed,Project,Report Forms Status,Report Forms Group
F1.285440,Closed JPC Reviewed,03 Material Deliveries>Site Management>JPC Project Management,10/06/2019,24/07/2019,1328,Closed,Quality
F1.285442,Closed JPC Reviewed,01 Daily Site Diary>Site Management>JPC Project Management,10/06/2019,13/08/2019,1328,Closed,Site Management
F1.285445,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,11/06/2019,04/08/2019,1328,Closed,Quality
F1.285446,Closed JPC Reviewed,03 Material Deliveries>Site Management>JPC Project Management,11/06/2019,24/07/2019,1328,Closed,Quality
F1.285447,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,11/06/2019,03/07/2019,1328,Closed,Safety
F1.285448,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,11/06/2019,20/06/2019,1328,Closed,Safety
F1.285452,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,11/06/2019,20/06/2019,1328,Closed,Safety
F1.285453,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,11/06/2019,25/07/2019,1328,Closed,Site Management
F1.286130,Closed JPC Reviewed,03 Material Deliveries>Site Management>JPC Project Management,12/06/2019,24/07/2019,1328,Closed,Quality
F1.286350,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,12/06/2019,04/08/2019,1328,Closed,Quality
F1.286395,Closed JPC Reviewed,03 Material Deliveries>Site Management>JPC Project Management,12/06/2019,24/07/2019,1328,Closed,Quality
F1.286401,Closed,Site Management>JPC Project Management,12/06/2019,20/06/2019,1328,Closed,Safety
F1.286774,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,12/06/2019,25/07/2019,1328,Closed,Site Management
F1.287103,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,13/06/2019,20/06/2019,1328,Closed,Safety
F1.287669,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,14/06/2019,30/07/2019,1328,Closed,Quality
F1.287955,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,14/06/2019,20/06/2019,1328,Closed,Safety
F1.288084,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,17/06/2019,20/06/2019,1328,Closed,Safety
F1.288593,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,18/06/2019,04/08/2019,1328,Closed,Quality
F1.288955,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,18/06/2019,04/08/2019,1328,Closed,Quality
F1.290054,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,18/06/2019,30/07/2019,1328,Closed,Quality
F1.290266,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,18/06/2019,30/07/2019,1328,Closed,Quality
F1.290524,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,18/06/2019,30/07/2019,1328,Closed,Quality
F1.290628,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,18/06/2019,30/07/2019,1328,Closed,Quality
F1.290830,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,18/06/2019,30/07/2019,1328,Closed,Quality
F1.291294,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,18/06/2019,30/07/2019,1328,Closed,Quality
F1.291392,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,18/06/2019,20/06/2019,1328,Closed,Safety
F1.291440,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,18/06/2019,25/07/2019,1328,Closed,Site Management
F1.291497,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,18/06/2019,18/06/2019,1328,Closed,Site Management
F1.291506,Closed JPC Reviewed,03 Material Deliveries>Site Management>JPC Project Management,19/06/2019,24/07/2019,1328,Closed,Quality
F1.291526,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,19/06/2019,04/08/2019,1328,Closed,Quality
F1.291571,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,19/06/2019,04/08/2019,1328,Closed,Quality
F1.291585,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,19/06/2019,04/08/2019,1328,Closed,Quality
F1.291601,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,19/06/2019,03/07/2019,1328,Closed,Safety
F1.291636,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,19/06/2019,24/07/2019,1328,Closed,Site Management
F1.291667,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,20/06/2019,04/08/2019,1328,Closed,Quality
F1.291762,Closed JPC Reviewed,03 Material Deliveries>Site Management>JPC Project Management,20/06/2019,24/07/2019,1328,Closed,Quality
F1.291879,Completed and signed off,EHS Management>JPC Project Management,20/06/2019,03/07/2019,1328,Closed,Safety
F1.291931,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,20/06/2019,24/07/2019,1328,Closed,Site Management
F1.291949,Closed JPC Reviewed,03 Material Deliveries>Site Management>JPC Project Management,21/06/2019,24/07/2019,1328,Closed,Quality
F1.291965,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,21/06/2019,04/08/2019,1328,Closed,Quality
F1.291975,Closed,01 Inspections>EHS Management>JPC Project Management,21/06/2019,03/07/2019,1328,Closed,Safety
F1.292440,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,21/06/2019,03/07/2019,1328,Closed,Safety
F1.292674,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,21/06/2019,24/07/2019,1328,Closed,Site Management
F1.292758,Closed JPC Reviewed,03 Material Deliveries>Site Management>JPC Project Management,24/06/2019,24/07/2019,1328,Closed,Quality
F1.292867,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,24/06/2019,30/07/2019,1328,Closed,Quality
F1.292882,Completed and signed off,Site Management>JPC Project Management,24/06/2019,03/07/2019,1328,Closed,Safety
F1.292912,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,24/06/2019,22/07/2019,1328,Closed,Site Management
F1.292918,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,25/06/2019,30/07/2019,1328,Closed,Quality
F1.293098,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,25/06/2019,30/07/2019,1328,Closed,Quality
F1.293414,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,25/06/2019,20/08/2019,1328,Closed,Quality
F1.293539,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,25/06/2019,20/08/2019,1328,Closed,Quality
F1.294081,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,25/06/2019,20/08/2019,1328,Closed,Quality
F1.294087,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,25/06/2019,20/08/2019,1328,Closed,Quality
F1.294200,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,25/06/2019,20/08/2019,1328,Closed,Quality
F1.294402,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,25/06/2019,27/08/2019,1328,Closed,Quality
F1.294416,Completed and signed off,1328 - Townsend St,25/06/2019,03/07/2019,1328,Closed,Safety
F1.294452,Closed,Site Management>JPC Project Management,25/06/2019,25/06/2019,1328,Closed,Site Management
F1.294746,Closed,Site Management>JPC Project Management,25/06/2019,26/07/2019,1328,Closed,Site Management
F1.294905,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,25/06/2019,24/07/2019,1328,Closed,Site Management
F1.294908,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,26/06/2019,30/07/2019,1328,Closed,Quality
F1.295202,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,26/06/2019,30/07/2019,1328,Closed,Quality
F1.295456,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,26/06/2019,30/07/2019,1328,Closed,Quality
F1.296314,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,26/06/2019,27/08/2019,1328,Closed,Quality
F1.296326,Closed,1328 - Townsend St,26/06/2019,03/07/2019,1328,Closed,Safety
F1.296694,Completed and signed off,EHS Management>JPC Project Management,26/06/2019,03/07/2019,1328,Closed,Safety
F1.296697,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,26/06/2019,24/07/2019,1328,Closed,Site Management
F1.296699,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,27/06/2019,04/08/2019,1328,Closed,Quality
F1.296704,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,27/06/2019,04/08/2019,1328,Closed,Quality
F1.297061,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,27/06/2019,04/08/2019,1328,Closed,Quality
F1.297587,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,27/06/2019,04/08/2019,1328,Closed,Quality
F1.297592,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,27/06/2019,23/08/2019,1328,Closed,Quality
F1.297604,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,27/06/2019,31/07/2019,1328,Closed,Safety
F1.297606,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,27/06/2019,24/07/2019,1328,Closed,Site Management
F1.297607,Closed JPC Sign Off,Foundations>Block 4>ITP 01 Structural>QC & BC(A)R,28/06/2019,04/08/2019,1328,Closed,Quality
F1.297758,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,28/06/2019,30/07/2019,1328,Closed,Quality
F1.298327,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,28/06/2019,30/07/2019,1328,Closed,Quality
F1.298472,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,28/06/2019,30/07/2019,1328,Closed,Quality
F1.298622,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,28/06/2019,23/08/2019,1328,Closed,Quality
F1.299495,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,28/06/2019,03/07/2019,1328,Closed,Safety
F1.300200,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,28/06/2019,24/07/2019,1328,Closed,Site Management
F1.300642,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,01/07/2019,27/08/2019,1328,Closed,Quality
F1.300669,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,01/07/2019,03/07/2019,1328,Closed,Safety
F1.301051,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,01/07/2019,22/07/2019,1328,Closed,Site Management
F1.301164,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,02/07/2019,30/07/2019,1328,Closed,Quality
F1.301536,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,02/07/2019,30/07/2019,1328,Closed,Quality
F1.301638,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,02/07/2019,30/07/2019,1328,Closed,Quality
F1.301695,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,02/07/2019,30/07/2019,1328,Closed,Quality
F1.302243,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,02/07/2019,07/04/2020,1328,Closed,Quality
F1.302348,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,02/07/2019,27/08/2019,1328,Closed,Quality
F1.303027,Completed and signed off,EHS Management>JPC Project Management,02/07/2019,12/07/2019,1328,Closed,Safety
F1.303332,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,02/07/2019,22/07/2019,1328,Closed,Site Management
F1.303421,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,03/07/2019,30/07/2019,1328,Closed,Quality
F1.303435,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,03/07/2019,04/08/2019,1328,Closed,Quality
F1.303439,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,03/07/2019,04/08/2019,1328,Closed,Quality
F1.303856,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,03/07/2019,04/08/2019,1328,Closed,Quality
F1.303866,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,03/07/2019,04/08/2019,1328,Closed,Quality
F1.303876,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,03/07/2019,15/08/2019,1328,Closed,Quality
F1.303902,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,03/07/2019,22/07/2019,1328,Closed,Site Management
F1.304298,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,03/07/2019,22/07/2019,1328,Closed,Site Management
F1.305067,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,04/07/2019,30/07/2019,1328,Closed,Quality
F1.305932,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,04/07/2019,30/07/2019,1328,Closed,Quality
F1.305960,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,04/07/2019,04/08/2019,1328,Closed,Quality
F1.307439,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,04/07/2019,08/08/2019,1328,Closed,Quality
F1.308162,Completed and signed off,1328 - Townsend St,04/07/2019,12/07/2019,1328,Closed,Safety
F1.308623,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,04/07/2019,12/07/2019,1328,Closed,Safety
F1.308738,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,04/07/2019,24/07/2019,1328,Closed,Site Management
F1.309270,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,05/07/2019,04/08/2019,1328,Closed,Quality
F1.309627,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,05/07/2019,30/07/2019,1328,Closed,Quality
F1.309666,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,05/07/2019,08/08/2019,1328,Closed,Quality
F1.309860,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,05/07/2019,08/08/2019,1328,Closed,Quality
F1.310084,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,05/07/2019,08/08/2019,1328,Closed,Quality
F1.310766,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,05/07/2019,08/08/2019,1328,Closed,Quality
F1.310900,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,05/07/2019,08/08/2019,1328,Closed,Quality
F1.311389,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,05/07/2019,08/08/2019,1328,Closed,Quality
F1.311435,Closed,1328 - Townsend St,05/07/2019,19/07/2019,1328,Closed,Safety
F1.311579,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,05/07/2019,22/07/2019,1328,Closed,Site Management
F1.312337,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,08/07/2019,30/07/2019,1328,Closed,Quality
F1.313465,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,08/07/2019,30/07/2019,1328,Closed,Quality
F1.313468,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,08/07/2019,30/07/2019,1328,Closed,Quality
F1.313684,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,08/07/2019,19/07/2019,1328,Closed,Safety
F1.313685,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,08/07/2019,12/07/2019,1328,Closed,Safety
F1.313687,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,08/07/2019,22/07/2019,1328,Closed,Site Management
F1.313689,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,09/07/2019,04/08/2019,1328,Closed,Quality
F1.313690,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,09/07/2019,30/07/2019,1328,Closed,Quality
F1.313693,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,09/07/2019,30/07/2019,1328,Closed,Quality
F1.313694,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,09/07/2019,19/07/2019,1328,Closed,Safety
F1.313802,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,09/07/2019,22/07/2019,1328,Closed,Site Management
F1.314154,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,10/07/2019,30/07/2019,1328,Closed,Quality
F1.314318,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,10/07/2019,08/08/2019,1328,Closed,Quality
F1.314425,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,10/07/2019,08/08/2019,1328,Closed,Quality
F1.314955,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,10/07/2019,08/08/2019,1328,Closed,Quality
F1.315033,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,10/07/2019,08/08/2019,1328,Closed,Quality
F1.315719,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,10/07/2019,08/08/2019,1328,Closed,Quality
F1.315820,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,10/07/2019,12/08/2019,1328,Closed,Quality
F1.316110,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,10/07/2019,12/09/2019,1328,Closed,Safety
F1.316112,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,10/07/2019,22/07/2019,1328,Closed,Site Management
F1.316168,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,11/07/2019,22/07/2019,1328,Closed,Quality
F1.316171,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,11/07/2019,22/07/2019,1328,Closed,Quality
F1.316174,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,11/07/2019,04/08/2019,1328,Closed,Quality
F1.316177,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,11/07/2019,30/07/2019,1328,Closed,Quality
F1.316281,Closed JPC Reviewed,Site Management>JPC Project Management,11/07/2019,16/07/2019,1328,Closed,Quality
F1.316395,Completed and signed off,EHS Management>JPC Project Management,11/07/2019,19/07/2019,1328,Closed,Safety
F1.316606,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,11/07/2019,22/07/2019,1328,Closed,Site Management
F1.316626,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,12/07/2019,04/08/2019,1328,Closed,Quality
F1.317269,Closed,Block 3>ITP 01 Structural>QC & BC(A)R,12/07/2019,30/07/2019,1328,Closed,Quality
F1.317612,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,12/07/2019,04/08/2019,1328,Closed,Quality
F1.318535,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,12/07/2019,12/08/2019,1328,Closed,Quality
F1.318847,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,12/07/2019,22/07/2019,1328,Closed,Safety
F1.319209,Closed,1328 - Townsend St,12/07/2019,19/07/2019,1328,Closed,Safety
F1.319215,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,12/07/2019,22/07/2019,1328,Closed,Site Management
